a_len,avg_ctx_len_tokens,best_context_len,best_context_share,content_precision_token,content_term_support_rate,content_unsupported_mass,date_cov,entity_match.by_type.DATE,entity_match.by_type.MONEY,entity_match.by_type.NUMBER,entity_match.by_type.QUANTITY,entity_match.overall,entity_match.unsupported__len,hallucination_risk_score,head_noun_support_rate,inference_likely_bool,inference_score,mean_sentence_precision,min_sentence_precision,money_cov,num_contexts,number_cov,numeric_match,p90_sentence_precision,per_sentence__len,per_sentence__max,per_sentence__mean,per_sentence__min,percent_cov,precision_token,q_len,qa_len_ratio,qr_alignment.answer_covers_question,qr_alignment.cosine_tfidf,quantity_cov,recall_context,supported_entities.by_type.DATE,supported_entities.by_type.MONEY,supported_entities.by_type.NUMBER,supported_entities.by_type.QUANTITY,supported_entities.count,supported_entities.items__len,supported_terms__len,supported_terms_per_sentence__len,supported_topk_impact,unsupported_entity_count,unsupported_entity_mass,unsupported_mass,unsupported_numbers__len,unsupported_numeric_count,unsupported_numeric_rate,unsupported_term_count,unsupported_term_rate,unsupported_terms__len,unsupported_terms_per_sentence__len,unsupported_to_supported_ratio,unsupported_topk_count,unsupported_topk_impact,unsupported_topk_terms__len,y,q,a
4.000000,149.000000,98.000000,0.015700,0.678600,0.666700,0.321400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.304800,1.000000,0.000000,0.000000,0.695200,0.695200,0.000000,2.000000,0.000000,0.000000,0.695200,1.000000,0.695200,0.695200,0.695200,0.000000,0.695200,5.000000,0.800000,0.721200,0.794200,0.000000,0.022600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,1.000000,1.223100,1.000000,1.000000,0.304800,1.000000,1.000000,1.000000,1.000000,0.250000,1.000000,1.000000,1.235200,1.000000,1.510800,1.000000,0,"What is the expected Q1 gross margin?","The expected Q1 gross margin is 48%."
3.000000,147.000000,92.000000,0.026500,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,4.000000,0.750000,0.393500,0.392800,0.000000,0.026500,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1,"When is the annual meeting scheduled?","The annual meeting is on April 15, 2024."
4.000000,147.500000,95.000000,0.032600,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,0.800000,0.484700,0.473100,1.000000,0.032600,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,4.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1,"What is the maximum battery life of the device?","The maximum battery life is 12 hours."
2.000000,146.000000,92.000000,0.017400,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,4.000000,0.500000,0.000000,0.000000,0.000000,0.017400,0.000000,1.000000,1.000000,0.000000,2.000000,2.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,"What is the price of the premium subscription?","$100 per year."
4.000000,146.500000,95.000000,0.018200,0.627100,0.750000,0.372900,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.326300,1.000000,0.000000,0.000000,0.673700,0.673700,0.000000,2.000000,1.000000,1.000000,0.673700,1.000000,0.673700,0.673700,0.673700,0.000000,0.673700,5.000000,0.800000,0.298500,0.267300,0.000000,0.027000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.510800,0.000000,0.000000,0.326300,0.000000,0.000000,0.000000,1.000000,0.250000,1.000000,1.000000,1.268400,1.000000,1.916300,1.000000,1,"How many employees are eligible for the bonus?","Approximately 500 employees qualify for the bonus."
3.000000,149.500000,94.000000,0.009100,0.562100,0.600000,0.437900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.404600,1.000000,0.000000,0.000000,0.595400,0.595400,0.000000,2.000000,0.000000,0.000000,0.595400,1.000000,0.595400,0.595400,0.595400,0.000000,0.595400,6.000000,0.500000,0.430600,0.605900,0.000000,0.015300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,1.223100,1.000000,1.000000,0.404600,1.000000,1.000000,1.000000,1.000000,0.333300,1.000000,1.000000,1.235200,1.000000,1.510800,1.000000,0,"What is the target market share for next year?","The target market share is 25%."
3.000000,148.000000,93.000000,0.017600,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,0.600000,0.310400,0.348500,0.000000,0.017600,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1,"What is the launch date for the new product?","The launch date is March 10, 2024."
5.000000,150.000000,93.000000,0.029200,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.257300,1.000000,0.000000,0.000000,0.742700,0.742700,0.000000,2.000000,1.000000,1.000000,0.742700,1.000000,0.742700,0.742700,0.742700,0.000000,0.742700,5.000000,1.000000,0.139600,0.089900,0.000000,0.039300,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,4.000000,1.000000,1.510800,0.000000,0.000000,0.257300,0.000000,0.000000,0.000000,1.000000,0.200000,1.000000,1.000000,1.268400,1.000000,1.916300,1.000000,1,"What is the discount on the new service plan?","There is a 20% discount for the first three months."
1.000000,150.000000,95.000000,0.010300,0.601700,0.500000,0.398300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,0.200000,0.000000,0.000000,0.000000,0.010300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,1.000000,0.000000,2.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,"What is the current debt level of the company?","$2 billion."
1.000000,146.500000,90.000000,0.008900,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,0.166700,0.000000,0.000000,0.000000,0.008900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1,"What is the main programming language used in the software?","JavaScript."
2.000000,146.000000,90.000000,0.017800,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,3.000000,0.666700,0.000000,0.000000,0.000000,0.017800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1,"Who is the CEO of the company?","John Smith."
3.000000,147.000000,94.000000,0.009100,0.808500,0.800000,0.191500,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.404600,1.000000,0.000000,0.000000,0.595400,0.595400,0.000000,2.000000,1.000000,1.000000,0.595400,1.000000,0.595400,0.595400,0.595400,0.000000,0.595400,6.000000,0.500000,0.430600,0.605900,0.000000,0.015300,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,2.000000,1.000000,1.223100,0.000000,0.000000,0.404600,0.000000,0.000000,0.000000,1.000000,0.333300,1.000000,1.000000,1.235200,1.000000,1.510800,1.000000,0,"What is the expected inflation rate for the upcoming quarter?","The expected inflation rate is 3%."
4.000000,146.000000,91.000000,0.021000,0.660800,0.750000,0.339200,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.311000,1.000000,0.000000,0.000000,0.689000,0.689000,0.000000,2.000000,0.000000,1.000000,0.689000,1.000000,0.689000,0.689000,0.689000,0.000000,0.689000,5.000000,0.800000,0.149300,0.128100,1.000000,0.030500,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,3.000000,1.000000,1.510800,0.000000,0.000000,0.311000,0.000000,0.000000,0.000000,1.000000,0.250000,1.000000,1.000000,1.268400,1.000000,1.916300,1.000000,1,"What is the required minimum age for participants?","Participants must be at least 18 years old."
2.000000,144.500000,92.000000,0.019400,0.601700,0.500000,0.398300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,4.000000,0.500000,0.000000,0.000000,0.000000,0.019400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,0.000000,2.000000,1.000000,0.000000,2.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,"What is the price of the basic plan?","$30 per month."
3.000000,147.000000,95.000000,0.030800,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,0.500000,0.000000,0.000000,0.000000,0.030800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1,"What is the main cause of the recent product delay?","Supply chain disruptions."
1.000000,150.000000,90.000000,0.008800,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,0.166700,0.000000,0.000000,0.000000,0.008800,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1,"What is the expected delivery date for the new product?","March 15, 2024."
4.000000,145.500000,91.000000,0.037500,0.838200,0.800000,0.161800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,0.666700,0.426300,0.483500,0.000000,0.037500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,"What is the maximum load capacity of the new model?","The maximum load capacity is 2,000 pounds."
3.000000,143.000000,94.000000,0.031600,0.751300,0.666700,0.248700,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,0.500000,0.000000,0.000000,0.000000,0.031600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1,"What is the main feature of the latest software update?","Enhanced security protocols."
1.000000,146.500000,87.000000,0.007500,0.666700,0.666700,0.333300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.500000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,0.200000,0.127300,0.278300,0.000000,0.007500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,"What is the discount percentage for early sign-ups?","The discount is 25%."
2.000000,146.000000,94.000000,0.020700,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,0.333300,0.000000,0.000000,0.000000,0.020700,1.000000,0.000000,2.000000,0.000000,3.000000,3.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1,"When does the annual conference take place?","November 10-12, 2024."
7.000000,145.000000,97.000000,0.048500,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.179200,1.000000,0.000000,0.000000,0.820800,0.820800,0.000000,2.000000,0.000000,1.000000,0.820800,1.000000,0.820800,0.820800,0.820800,0.000000,0.820800,5.000000,1.400000,0.159400,0.106000,0.000000,0.059100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,1.000000,1.510800,0.000000,0.000000,0.179200,0.000000,0.000000,0.000000,1.000000,0.142900,1.000000,1.000000,1.268400,1.000000,1.916300,1.000000,1,"What is the new policy on remote work?","Employees can work remotely up to three days a week."
4.000000,144.500000,91.000000,0.043300,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,0.800000,0.000000,0.000000,1.000000,0.043300,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,4.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1,"What is the required minimum age for the program?","Participants must be at least 18 years old."
3.000000,145.000000,95.000000,0.008200,0.627100,0.750000,0.372900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.462900,1.000000,0.000000,0.000000,0.537100,0.537100,0.000000,2.000000,0.000000,0.000000,0.537100,1.000000,0.537100,0.537100,0.537100,0.000000,0.537100,6.000000,0.500000,0.256400,0.278600,0.000000,0.015300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,1.223100,1.000000,1.000000,0.462900,1.000000,1.000000,1.000000,1.000000,0.333300,1.000000,1.000000,1.566800,1.000000,1.916300,1.000000,0,"What is the interest rate for the new savings account?","The interest rate is 3.5%."
6.000000,144.000000,94.000000,0.023800,0.663700,0.666700,0.336300,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.399700,0.666700,0.000000,0.000000,0.600300,0.600300,0.000000,2.000000,0.000000,1.000000,0.600300,1.000000,0.600300,0.600300,0.600300,0.000000,0.600300,5.000000,1.200000,0.137600,0.093900,0.000000,0.039600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,3.021600,0.000000,0.000000,0.399700,0.000000,0.000000,0.000000,2.000000,0.333300,2.000000,1.000000,1.268400,2.000000,3.832600,2.000000,1,"What are the new features in the mobile app?","The app includes a dark mode and improved navigation."
2.000000,143.500000,90.000000,0.010900,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,4.000000,0.500000,0.198500,0.246700,0.000000,0.010900,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1,"What is the deadline for project submission?","The deadline is April 30, 2024."
4.000000,144.000000,91.000000,0.020500,0.493500,0.500000,0.506500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.276300,1.000000,0.000000,0.000000,0.723700,0.723700,0.000000,2.000000,0.000000,0.000000,0.723700,1.000000,0.723700,0.723700,0.723700,0.000000,0.723700,4.000000,1.000000,0.673700,0.641500,0.000000,0.028300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,1.000000,1.510800,2.000000,1.000000,0.276300,2.000000,2.000000,1.000000,1.000000,0.250000,1.000000,1.000000,1.000000,1.000000,1.510800,1.000000,0,"What is the cost of the premium subscription?","The premium subscription costs $99 annually."
6.000000,144.000000,94.000000,0.033000,0.827400,0.857100,0.172600,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.172100,0.500000,0.000000,0.000000,0.827900,0.827900,0.000000,2.000000,0.000000,1.000000,0.827900,1.000000,0.827900,0.827900,0.827900,0.000000,0.827900,5.000000,1.200000,0.356400,0.303400,0.000000,0.039800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1.000000,1.510800,0.000000,0.000000,0.172100,0.000000,0.000000,0.000000,1.000000,0.166700,1.000000,1.000000,1.000000,1.000000,1.510800,1.000000,1,"What is the target market for the new service?","The target market includes small to medium-sized businesses."
4.000000,146.000000,95.000000,0.032800,0.825600,0.800000,0.174400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,0.666700,0.394900,0.424600,0.000000,0.032800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,"What is the average response time for customer support?","The average response time is 24 hours."
4.000000,145.000000,97.000000,0.006300,0.389600,0.500000,0.610400,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.610400,1.000000,0.000000,0.000000,0.389600,0.389600,0.000000,2.000000,0.000000,1.000000,0.389600,1.000000,0.389600,0.389600,0.389600,0.000000,0.389600,5.000000,0.800000,0.326100,0.270600,0.000000,0.016200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,2.446200,0.000000,0.000000,0.610400,0.000000,0.000000,0.000000,2.000000,0.500000,2.000000,1.000000,1.566800,2.000000,3.832600,2.000000,1,"What is the benefit of using the new material?","The new material is more durable and lightweight."
4.000000,145.500000,96.000000,0.039200,0.871100,0.833300,0.128900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,0.666700,0.135700,0.137900,0.000000,0.039200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,"What is the penalty for late payment under the new policy?","The penalty is 5% of the total amount due."
3.000000,142.500000,92.000000,0.002100,0.526400,0.500000,0.473600,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.758100,1.000000,0.000000,0.000000,0.241900,0.241900,0.000000,2.000000,0.000000,1.000000,0.241900,1.000000,0.241900,0.241900,0.241900,0.000000,0.241900,5.000000,0.600000,0.144200,0.130800,0.000000,0.008600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.223100,0.000000,0.000000,0.758100,0.000000,0.000000,0.000000,2.000000,0.666700,2.000000,1.000000,3.133500,2.000000,3.832600,2.000000,0,"What type of warranty is offered with the purchase?","A two-year warranty is included."
4.000000,145.500000,94.000000,0.007000,0.736700,0.800000,0.263300,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.583500,0.500000,1.000000,0.631600,0.416500,0.416500,0.000000,2.000000,1.000000,1.000000,0.416500,1.000000,0.416500,0.416500,0.416500,0.000000,0.416500,4.000000,1.000000,0.673700,0.589600,0.000000,0.016800,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,2.000000,1.000000,2.446200,0.000000,0.000000,0.583500,0.000000,0.000000,0.000000,2.000000,0.500000,2.000000,1.000000,1.401000,2.000000,3.427100,2.000000,1,"When will the new features be released?","The new features will be released in Q2 2024."
5.000000,143.500000,95.000000,0.045000,0.832100,0.800000,0.167900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,0.833300,0.374800,0.352300,0.000000,0.045000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0,"What is the maximum number of users for the free plan?","The free plan allows up to 5 users."
5.000000,143.500000,93.000000,0.005400,0.314000,0.400000,0.686000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.686000,0.666700,1.000000,0.843000,0.314000,0.314000,0.000000,2.000000,0.000000,1.000000,0.314000,1.000000,0.314000,0.314000,0.314000,0.000000,0.314000,6.000000,0.833300,0.425500,0.384700,0.000000,0.017000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,2.446200,0.000000,0.000000,0.686000,0.000000,0.000000,0.000000,3.000000,0.600000,3.000000,1.000000,2.184400,3.000000,5.343400,3.000000,0,"What percentage of users reported satisfaction with the service?","Eighty percent of users reported satisfaction."
5.000000,143.500000,94.000000,0.007900,0.379600,0.400000,0.620400,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.620400,0.500000,1.000000,0.810200,0.379600,0.379600,0.000000,2.000000,0.000000,1.000000,0.379600,1.000000,0.379600,0.379600,0.379600,0.000000,0.379600,5.000000,1.000000,0.379600,0.356600,0.000000,0.020800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,3.021600,0.000000,0.000000,0.620400,0.000000,0.000000,0.000000,3.000000,0.600000,3.000000,1.000000,1.634200,3.000000,4.937900,3.000000,1,"What is the primary goal of the new initiative?","The primary goal is to enhance community engagement."
5.000000,89.000000,60.000000,0.043500,0.776400,0.800000,0.223600,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.223600,0.000000,0.000000,0.000000,0.776400,0.776400,0.000000,2.000000,1.000000,1.000000,0.776400,1.000000,0.776400,0.776400,0.776400,0.000000,0.776400,7.000000,0.714300,0.339600,0.367700,0.000000,0.056100,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,4.000000,1.000000,1.510800,0.000000,0.000000,0.223600,0.000000,0.000000,0.000000,1.000000,0.200000,1.000000,1.000000,1.000000,1.000000,1.510800,1.000000,1,"What was the total active user count at the end of Q3 2023?","Active user count was 2.5 million."
3.000000,85.000000,57.000000,0.016200,0.818500,0.800000,0.181500,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.432900,1.000000,0.000000,0.000000,0.567100,0.567100,0.000000,2.000000,0.000000,1.000000,0.567100,1.000000,0.567100,0.567100,0.567100,0.000000,0.567100,7.000000,0.428600,0.088600,0.087300,0.000000,0.028500,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,2.000000,1.000000,1.510800,0.000000,0.000000,0.432900,0.000000,0.000000,0.000000,1.000000,0.333300,1.000000,1.000000,1.268400,1.000000,1.916300,1.000000,1,"What is the expected launch date for the new product line?","The launch is scheduled for April 15, 2024."
3.000000,83.500000,57.000000,0.042700,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,0.500000,0.256400,0.316500,0.000000,0.042700,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1,"What is the interest rate for the new savings account?","The interest rate is 3.5%."
4.000000,84.000000,59.000000,0.054500,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,0.666700,0.411000,0.455700,1.000000,0.054500,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,4.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1,"What is the maximum weight limit for the shipping service?","The maximum weight limit is 50 kg."
4.000000,84.000000,58.000000,0.058300,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,0.666700,0.441100,0.499200,1.000000,0.058300,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,4.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1,"What is the average response time for customer service?","The average response time is 24 hours."
